student_id,course_id,term,term_index,midterm_score,assignment_score,final_score,gpa,credits,age,gender,socio_economic_tier,distance_from_campus_km,internet_access,parent_education,lms_logins_per_week,video_watch_hours,forum_posts,quiz_attempts,avg_quiz_score,total_classes,classes_attended,attendance_rate,tardy_count,engagement_index,dropout_risk,is_anomaly
STU10005,CS101,Fall 2025,4,44.1,44.9,44.3,1.77,3,20,Male,High,38.4,Moderate,Bachelors,6,18.8,3,13,67.8,45,26,58.6,2,51.86,Medium,False
STU10019,AI301,Fall 2025,4,51.1,47.7,50.1,2.0,3,20,Male,Low,8.8,High-Speed,Bachelors,14,12.0,2,8,73.1,50,32,64.7,1,67.97,Medium,False
STU10058,CS101,Fall 2025,4,56.7,48.9,54.4,2.18,4,18,Male,Medium,20.2,Moderate,Bachelors,11,18.7,8,7,81.7,40,28,70.8,1,68.24,Medium,False
STU10061,DB401,Fall 2025,4,50.0,54.5,51.4,2.06,4,24,Male,Medium,2.7,Moderate,Bachelors,19,8.2,3,8,43.1,50,42,84.7,3,79.47,Medium,False
STU10064,DS201,Fall 2025,4,70.1,65.1,68.6,2.74,3,21,Male,Medium,4.6,Moderate,Bachelors,9,5.1,2,8,68.5,40,27,66.8,2,60.6,Medium,False
STU10100,SE501,Fall 2025,4,55.0,56.0,55.3,2.21,3,19,Male,Medium,3.1,High-Speed,Bachelors,16,15.1,5,13,61.5,40,34,83.9,5,78.25,Medium,False
STU10103,AI301,Fall 2025,4,46.9,41.2,45.2,1.81,4,25,Female,High,4.7,High-Speed,Bachelors,10,15.1,4,14,61.9,40,28,68.9,6,61.83,Medium,False
STU10104,AI301,Fall 2025,4,43.5,45.8,44.2,1.77,4,25,Female,Medium,16.3,High-Speed,Bachelors,16,20.3,5,5,64.4,45,33,72.6,7,73.18,Medium,True
STU10124,CS101,Fall 2025,4,59.7,54.3,58.1,2.32,3,24,Male,Medium,3.5,High-Speed,High School,12,11.0,2,11,68.1,45,32,70.4,3,66.82,Medium,False
STU10128,CS101,Fall 2025,4,65.1,69.5,66.4,2.66,3,23,Male,High,8.1,Moderate,Bachelors,15,8.7,3,11,61.5,45,33,72.3,3,70.95,Medium,False
STU10131,CS101,Fall 2025,4,47.9,48.6,48.1,1.92,3,22,Male,Medium,0.3,High-Speed,Masters,15,16.7,5,4,60.6,45,29,64.6,3,66.92,Medium,False
