student_id,course_id,term,term_index,midterm_score,assignment_score,final_score,gpa,credits,age,gender,socio_economic_tier,distance_from_campus_km,internet_access,parent_education,lms_logins_per_week,video_watch_hours,forum_posts,quiz_attempts,avg_quiz_score,total_classes,classes_attended,attendance_rate,tardy_count,engagement_index,dropout_risk,is_anomaly
STU10036,CS101,Spring 2025,3,68.4,66.2,67.8,2.71,4,20,Male,Medium,10.3,High-Speed,High School,9,18.9,3,4,80.2,50,32,65.0,3,62.04,Medium,False
STU10054,AI301,Spring 2025,3,56.4,59.5,57.3,2.29,4,18,Female,Medium,9.0,Limited,Masters,7,10.8,6,14,80.8,45,27,60.1,4,56.71,Medium,False
STU10057,AI301,Spring 2025,3,67.0,68.1,67.3,2.69,4,18,Male,Medium,9.6,High-Speed,Bachelors,12,18.3,5,2,84.1,40,28,68.8,3,69.22,Medium,False
STU10066,DS201,Spring 2025,3,59.1,68.6,61.9,2.48,4,21,Male,High,12.3,Moderate,High School,9,4.0,4,5,68.0,50,30,59.7,5,56.95,Medium,False
STU10089,SE501,Spring 2025,3,49.3,46.2,48.4,1.94,4,18,Male,Low,12.0,Moderate,Doctorate,11,18.5,2,6,89.5,45,28,61.5,3,65.15,Medium,False
STU10092,SE501,Spring 2025,3,39.3,41.9,40.1,1.6,3,18,Female,Medium,4.7,High-Speed,Bachelors,8,13.7,2,7,62.2,45,24,52.6,3,50.74,Medium,False
STU10145,DB401,Spring 2025,3,56.0,55.6,55.9,2.24,3,20,Male,Medium,5.0,Moderate,High School,11,10.3,3,5,72.0,45,32,71.7,4,66.75,Medium,False
STU10156,DB401,Spring 2025,3,60.6,54.9,58.9,2.36,4,25,Female,Medium,12.7,High-Speed,High School,10,15.1,7,11,90.6,40,27,66.4,5,66.32,Medium,False
STU10166,DS201,Spring 2025,3,40.8,46.8,42.6,1.7,3,25,Male,Medium,17.2,High-Speed,Bachelors,15,9.0,5,13,52.1,40,30,75.1,7,70.47,Medium,True
STU10217,AI301,Spring 2025,3,57.4,52.3,55.9,2.24,4,18,Female,High,12.9,High-Speed,High School,11,14.7,0,5,63.6,50,31,61.5,3,59.97,Medium,False
STU10225,DB401,Spring 2025,3,69.0,71.5,69.8,2.79,4,22,Male,Low,24.8,Limited,Masters,10,10.9,4,10,90.7,40,26,66.0,7,66.14,Medium,False
STU10252,DB401,Spring 2025,3,53.0,56.4,54.0,2.16,3,23,Female,Low,1.8,High-Speed,Masters,13,17.3,4,7,67.8,50,33,66.1,3,66.11,Medium,False
STU10266,DB401,Spring 2025,3,43.3,43.7,43.4,1.74,3,20,Female,Low,9.4,High-Speed,High School,12,10.2,5,3,65.3,45,35,77.2,3,69.66,Medium,True
STU10283,DS201,Spring 2025,3,51.5,55.0,52.6,2.1,4,24,Male,Low,2.7,High-Speed,High School,11,14.8,4,9,83.1,40,18,45.4,0,55.82,Medium,False
STU10303,DB401,Spring 2025,3,37.3,37.2,37.3,1.49,4,25,Female,Medium,0.5,High-Speed,Bachelors,12,11.1,4,5,76.2,50,30,59.7,4,63.09,Medium,True
STU10318,AI301,Spring 2025,3,61.0,56.9,59.8,2.39,3,20,Male,High,5.3,Moderate,Bachelors,10,15.1,5,13,77.4,45,30,66.2,3,63.58,Medium,False
STU10326,DB401,Spring 2025,3,48.1,46.9,47.7,1.91,3,25,Female,High,13.7,High-Speed,Bachelors,11,10.1,9,9,95.9,50,25,49.6,5,60.48,Medium,False
STU10330,SE501,Spring 2025,3,52.1,56.7,53.5,2.14,4,20,Male,Low,4.1,High-Speed,Bachelors,14,25.7,4,5,55.4,40,30,74.8,4,69.48,Medium,False
STU10342,AI301,Spring 2025,3,57.2,54.1,56.3,2.25,3,25,Male,Low,5.8,Limited,Bachelors,12,17.9,1,9,75.5,40,25,61.6,0,63.9,Medium,False
STU10345,SE501,Spring 2025,3,55.3,50.2,53.8,2.15,3,19,Female,Medium,3.1,High-Speed,High School,13,14.3,7,7,77.7,45,33,72.4,1,71.24,Medium,False
STU10351,DS201,Spring 2025,3,54.6,48.7,52.8,2.11,3,25,Female,Medium,5.0,Limited,High School,10,19.3,5,9,79.8,40,25,62.8,3,62.36,Medium,False
STU10406,DB401,Spring 2025,3,63.6,64.3,63.8,2.55,3,25,Male,Low,8.1,High-Speed,High School,12,17.0,7,3,69.7,45,29,64.1,5,63.99,Medium,False
STU10477,DS201,Spring 2025,3,36.4,44.3,38.8,1.55,4,24,Female,Medium,0.3,High-Speed,High School,14,20.1,8,11,74.5,40,28,70.9,1,71.35,Medium,True
STU10542,SE501,Spring 2025,3,40.8,33.9,38.7,1.55,4,23,Male,Low,29.2,High-Speed,Bachelors,14,17.1,4,9,62.2,45,31,69.4,5,68.14,Medium,True
STU10549,SE501,Spring 2025,3,59.0,66.0,61.1,2.44,4,21,Female,Low,6.9,Limited,Masters,13,7.6,1,11,85.5,40,21,53.1,4,63.15,Medium,False
STU10559,SE501,Spring 2025,3,25.2,30.0,26.6,1.06,3,24,Female,Medium,3.1,High-Speed,High School,14,17.4,5,4,71.0,50,25,50.0,3,60.2,Medium,True
STU10568,CS101,Spring 2025,3,46.3,48.5,47.0,1.88,3,19,Female,Medium,23.4,Moderate,Masters,9,16.2,3,2,87.2,45,15,33.9,3,47.89,Medium,False
STU10573,DS201,Spring 2025,3,66.7,68.7,67.3,2.69,3,25,Female,Medium,7.5,Moderate,Bachelors,8,18.4,4,9,83.5,40,26,64.1,8,60.75,Medium,True
STU10599,AI301,Spring 2025,3,34.8,30.0,33.3,1.33,3,20,Male,Medium,5.9,High-Speed,Bachelors,10,1.0,6,7,71.2,50,30,60.3,1,59.39,Medium,True
STU10621,CS101,Spring 2025,3,65.6,60.4,64.1,2.56,4,20,Male,Medium,0.4,Limited,High School,15,11.9,4,10,85.9,40,28,69.0,3,74.18,Medium,False
STU10626,AI301,Spring 2025,3,61.5,61.1,61.4,2.46,3,25,Male,Low,1.8,Moderate,High School,11,9.8,6,5,77.6,40,27,67.6,3,65.82,Medium,False
STU10653,SE501,Spring 2025,3,50.2,58.2,52.6,2.1,3,25,Female,High,4.1,High-Speed,Bachelors,9,18.9,8,11,59.0,50,30,59.1,3,54.85,Medium,False
STU10671,DS201,Spring 2025,3,67.5,63.7,66.3,2.65,4,23,Female,High,5.4,Limited,High School,13,21.6,2,12,64.4,40,31,76.8,8,70.78,Medium,True
STU10675,DB401,Spring 2025,3,68.0,68.8,68.2,2.73,4,18,Other,Low,12.6,Limited,High School,13,8.4,6,10,90.5,45,26,58.4,5,66.8,Medium,False
STU10676,SE501,Spring 2025,3,54.5,56.0,55.0,2.2,4,24,Male,Low,13.5,High-Speed,Bachelors,13,14.4,4,4,69.5,50,37,74.0,2,70.4,Medium,False
STU10677,DB401,Spring 2025,3,36.1,42.1,37.9,1.52,4,18,Male,Medium,5.2,High-Speed,High School,12,10.7,4,3,70.8,40,24,58.8,3,61.56,Medium,True
STU10716,AI301,Spring 2025,3,49.4,49.3,49.4,1.98,3,22,Female,Medium,3.6,Moderate,Bachelors,11,28.8,4,7,64.3,40,30,74.4,5,66.56,Medium,False
STU10721,SE501,Spring 2025,3,50.8,50.6,50.7,2.03,3,22,Male,Low,38.1,Moderate,High School,12,8.9,9,12,78.9,40,30,75.8,5,71.68,Medium,False
STU10736,DS201,Spring 2025,3,59.4,64.6,60.9,2.44,4,25,Male,Medium,2.6,High-Speed,Bachelors,7,19.8,5,5,59.5,40,24,60.4,0,52.6,Medium,False
STU10756,DS201,Spring 2025,3,55.2,50.0,53.6,2.14,3,21,Female,Low,0.9,High-Speed,High School,11,17.6,4,6,82.5,50,22,43.1,3,54.55,Medium,False
STU10832,DB401,Spring 2025,3,51.5,49.2,50.8,2.03,3,18,Male,High,6.8,High-Speed,Bachelors,11,9.6,4,3,53.5,50,30,60.1,4,57.25,Medium,False
STU10838,DS201,Spring 2025,3,36.1,36.4,36.2,1.45,4,22,Female,Medium,4.7,High-Speed,Bachelors,10,2.7,3,12,63.6,40,26,64.1,1,59.77,Medium,True
STU10854,CS101,Spring 2025,3,43.7,42.5,43.3,1.73,4,21,Male,Low,0.2,High-Speed,High School,11,6.5,3,9,69.9,45,17,38.4,2,49.68,Medium,True
STU10872,CS101,Spring 2025,3,69.0,70.1,69.3,2.77,3,23,Female,Medium,0.2,Moderate,High School,12,21.5,6,2,78.5,45,29,64.7,3,66.05,Medium,False
STU10873,AI301,Spring 2025,3,52.7,52.6,52.7,2.11,4,19,Male,Medium,9.2,Limited,Bachelors,12,8.6,9,12,75.4,45,29,63.6,3,64.88,Medium,False
STU10881,SE501,Spring 2025,3,61.6,64.0,62.3,2.49,4,25,Female,Low,1.7,High-Speed,Bachelors,10,21.9,8,4,49.7,45,32,72.0,3,60.94,Medium,False
STU10888,SE501,Spring 2025,3,49.8,60.8,53.1,2.12,4,20,Male,Medium,9.4,Moderate,Bachelors,18,12.5,5,2,69.6,45,25,56.6,5,69.22,Medium,False
STU10897,CS101,Spring 2025,3,51.7,56.1,53.0,2.12,3,19,Female,Medium,6.2,High-Speed,Bachelors,11,17.2,1,10,70.4,45,33,73.9,1,67.53,Medium,False
STU10920,DS201,Spring 2025,3,60.7,61.1,60.8,2.43,4,20,Female,Medium,25.7,High-Speed,Bachelors,9,15.4,4,6,67.9,50,25,50.3,2,52.23,Medium,False
STU10921,CS101,Spring 2025,3,71.7,68.5,70.7,2.83,4,21,Male,Low,2.4,High-Speed,High School,11,11.3,1,8,98.5,45,33,72.7,0,72.55,Medium,False
STU10922,DB401,Spring 2025,3,74.2,76.4,74.9,3.0,4,18,Female,Low,17.2,High-Speed,Bachelors,9,6.7,5,11,90.6,50,31,61.6,1,62.42,Medium,False
STU10931,DB401,Spring 2025,3,48.2,52.9,49.6,1.98,3,18,Female,Medium,26.0,Moderate,Bachelors,9,21.6,2,11,57.7,45,31,69.4,1,59.74,Medium,False
STU10932,CS101,Spring 2025,3,54.6,58.0,55.6,2.22,4,25,Other,Low,3.3,High-Speed,Bachelors,10,15.8,3,5,75.5,40,20,50.7,1,55.45,Medium,False
STU10934,CS101,Spring 2025,3,46.8,49.1,47.5,1.9,3,21,Male,High,4.7,Moderate,Bachelors,10,13.8,1,6,49.7,50,34,67.5,2,58.69,Medium,False
STU10943,SE501,Spring 2025,3,41.2,45.2,42.4,1.7,4,18,Female,Medium,13.4,High-Speed,Masters,17,17.4,3,9,70.3,40,28,68.8,5,73.96,Medium,True
STU10946,SE501,Spring 2025,3,58.3,64.1,60.0,2.4,3,18,Male,Medium,4.7,High-Speed,Bachelors,9,12.7,3,12,83.1,40,27,68.4,2,64.32,Medium,False
