student_id,course_id,term,term_index,midterm_score,assignment_score,final_score,gpa,credits,age,gender,socio_economic_tier,distance_from_campus_km,internet_access,parent_education,lms_logins_per_week,video_watch_hours,forum_posts,quiz_attempts,avg_quiz_score,total_classes,classes_attended,attendance_rate,tardy_count,engagement_index,dropout_risk,is_anomaly
STU10074,AI301,Spring 2024,1,53.4,47.3,51.6,2.06,4,21,Female,Low,8.6,High-Speed,High School,9,6.0,5,7,69.2,45,25,56.4,6,55.54,High,False
STU10101,AI301,Spring 2024,1,52.8,51.6,52.4,2.1,4,22,Female,Low,6.1,Moderate,Doctorate,7,18.1,3,14,76.7,45,25,55.7,2,53.69,High,False
STU10153,SE501,Spring 2024,1,50.2,52.5,50.9,2.04,4,18,Male,High,5.8,Moderate,Masters,6,11.0,4,2,82.9,40,19,47.5,7,49.33,High,False
STU10161,DB401,Spring 2024,1,40.9,42.9,41.5,1.66,3,21,Female,Medium,8.8,High-Speed,Bachelors,8,9.1,3,13,58.2,45,22,50.0,3,48.64,High,False
STU10228,CS101,Spring 2024,1,51.8,48.2,50.7,2.03,4,21,Female,High,8.0,High-Speed,High School,7,15.5,1,8,80.6,40,17,43.1,5,48.17,High,False
STU10246,CS101,Spring 2024,1,55.8,45.0,52.5,2.1,3,25,Male,Low,0.9,Limited,Masters,9,12.7,3,5,66.0,40,23,56.8,2,55.1,High,False
STU10255,DB401,Spring 2024,1,41.3,42.5,41.6,1.66,4,20,Female,Medium,17.2,High-Speed,Bachelors,11,21.2,3,12,53.8,40,22,54.6,0,54.56,High,True
STU10289,DS201,Spring 2024,1,47.5,34.9,43.7,1.75,4,24,Female,Medium,4.2,High-Speed,Masters,8,18.3,4,14,79.6,50,24,47.1,2,51.47,High,False
STU10294,SE501,Spring 2024,1,51.1,51.3,51.2,2.05,3,19,Male,Medium,5.1,Limited,Masters,8,3.0,5,7,69.0,50,22,44.9,2,48.25,High,False
STU10361,AI301,Spring 2024,1,45.3,45.9,45.5,1.82,3,21,Female,Low,30.5,High-Speed,High School,11,17.2,4,6,47.1,45,27,60.9,2,56.37,High,False
STU10367,CS101,Spring 2024,1,39.6,32.5,37.5,1.5,3,19,Female,Medium,1.9,High-Speed,Bachelors,10,20.4,5,12,69.0,45,21,46.7,2,52.15,High,True
STU10422,AI301,Spring 2024,1,41.9,46.7,43.3,1.73,3,24,Male,Low,5.3,High-Speed,High School,5,23.3,6,8,60.5,40,23,56.8,2,48.0,High,False
STU10509,AI301,Spring 2024,1,46.7,53.2,48.7,1.95,3,19,Female,Low,1.9,High-Speed,Masters,10,5.5,4,11,66.5,40,21,52.0,4,54.3,High,False
STU10536,SE501,Spring 2024,1,50.6,42.6,48.2,1.93,4,22,Female,Low,7.3,High-Speed,Bachelors,14,15.6,3,11,84.5,40,21,52.0,3,63.9,High,False
STU10562,DS201,Spring 2024,1,56.4,52.8,55.3,2.21,3,19,Male,High,2.1,Moderate,High School,11,18.3,1,12,89.8,50,25,49.6,1,59.26,High,False
STU10563,CS101,Spring 2024,1,51.4,57.7,53.3,2.13,3,18,Male,Low,34.6,Limited,Bachelors,12,5.0,5,14,74.7,45,27,59.1,3,62.49,High,False
STU10631,SE501,Spring 2024,1,38.0,36.8,37.6,1.5,4,23,Female,Medium,1.9,High-Speed,High School,7,11.4,1,9,61.9,40,18,45.0,4,45.38,High,False
STU10691,CS101,Spring 2024,1,34.6,35.5,34.9,1.4,4,18,Male,Medium,4.3,Moderate,High School,7,7.9,1,2,64.1,50,23,46.5,5,46.57,High,False
STU10702,CS101,Spring 2024,1,61.6,66.5,63.1,2.52,4,24,Male,High,7.7,Limited,Masters,9,27.0,2,5,85.3,40,25,62.6,1,61.86,High,False
STU10750,CS101,Spring 2024,1,53.5,55.1,54.0,2.16,4,22,Male,High,12.4,High-Speed,Doctorate,12,11.6,5,9,46.6,50,38,76.1,1,65.37,High,False
STU10821,AI301,Spring 2024,1,48.8,47.6,48.5,1.94,3,24,Male,Medium,3.9,Moderate,Bachelors,12,25.6,3,14,76.3,50,29,58.2,5,62.36,High,False
STU10840,AI301,Spring 2024,1,40.7,41.5,40.9,1.64,3,19,Male,High,17.0,Moderate,High School,6,16.2,2,3,62.6,50,22,43.9,5,43.47,High,False
STU10855,AI301,Spring 2024,1,41.2,40.2,40.9,1.64,3,24,Male,Medium,12.3,Moderate,Masters,7,17.1,6,9,75.7,40,19,48.1,4,49.69,High,False
STU10915,DB401,Spring 2024,1,60.2,53.5,58.2,2.33,3,23,Male,Low,5.8,Limited,Bachelors,8,12.9,4,3,70.6,45,22,49.0,2,50.62,High,False
STU10930,SE501,Spring 2024,1,48.5,54.5,50.3,2.01,3,21,Male,Low,1.1,Limited,Masters,7,11.0,6,10,67.8,50,31,61.3,5,54.71,High,False
STU10976,AI301,Spring 2024,1,44.4,50.8,46.3,1.85,3,21,Female,Low,0.9,High-Speed,High School,9,7.3,5,3,80.0,40,19,47.7,1,53.35,High,False
STU10997,DB401,Spring 2024,1,49.2,50.0,49.5,1.98,3,19,Male,Medium,0.9,High-Speed,Bachelors,9,21.3,2,13,57.2,45,29,63.6,4,56.74,High,False
STU11001,AI301,Spring 2024,1,59.5,60.2,59.7,2.39,4,20,Female,Medium,10.1,High-Speed,Masters,3,11.7,7,7,59.0,50,20,39.9,2,36.25,High,False
STU11002,DS201,Spring 2024,1,52.0,47.0,50.5,2.02,3,25,Female,Low,1.7,Moderate,Bachelors,12,13.8,6,13,75.0,45,22,48.9,2,57.45,High,False
STU11058,DS201,Spring 2024,1,30.0,42.5,33.7,1.35,3,24,Male,Medium,0.9,Moderate,Bachelors,5,12.4,5,4,66.0,45,23,50.9,3,46.15,High,False
