student_id,course_id,term,term_index,midterm_score,assignment_score,final_score,gpa,credits,age,gender,socio_economic_tier,distance_from_campus_km,internet_access,parent_education,lms_logins_per_week,video_watch_hours,forum_posts,quiz_attempts,avg_quiz_score,total_classes,classes_attended,attendance_rate,tardy_count,engagement_index,dropout_risk,is_anomaly
STU10042,DS201,Fall 2023,0,50.3,62.6,54.0,2.16,4,20,Male,Medium,27.7,High-Speed,Bachelors,10,7.3,5,14,80.0,45,26,57.1,1,59.55,High,False
STU10048,SE501,Fall 2023,0,39.8,38.5,39.4,1.58,4,21,Female,High,9.8,Moderate,Bachelors,8,13.5,1,6,55.0,40,12,30.0,5,38.0,High,False
STU10071,AI301,Fall 2023,0,45.0,49.8,46.4,1.86,4,22,Male,Medium,15.8,Limited,Doctorate,9,23.3,6,3,77.2,50,23,45.5,4,51.69,High,False
STU10087,CS101,Fall 2023,0,62.7,60.4,62.0,2.48,4,20,Female,Medium,13.8,High-Speed,Bachelors,7,11.3,3,2,73.0,45,28,61.4,1,55.8,High,False
STU10150,CS101,Fall 2023,0,50.5,48.4,49.9,2.0,4,25,Female,Low,4.8,High-Speed,High School,9,2.9,3,6,78.5,40,22,53.9,2,56.15,High,False
STU10155,DB401,Fall 2023,0,42.2,44.7,42.9,1.72,4,24,Male,Medium,2.5,Moderate,High School,5,22.0,7,11,69.4,45,15,33.2,5,37.98,High,False
STU10203,CS101,Fall 2023,0,51.3,48.2,50.4,2.02,3,22,Female,Medium,12.1,Moderate,Doctorate,10,9.0,5,8,65.4,45,25,56.5,2,56.33,High,False
STU10244,DS201,Fall 2023,0,43.2,36.1,41.1,1.64,3,22,Male,Medium,21.4,High-Speed,Bachelors,7,26.0,4,13,70.4,50,21,42.9,1,46.03,High,False
STU10262,CS101,Fall 2023,0,62.0,62.5,62.2,2.49,3,19,Male,Medium,5.2,High-Speed,Masters,10,11.1,2,9,73.1,50,26,52.3,3,55.77,High,False
STU10354,DS201,Fall 2023,0,32.7,30.0,31.9,1.28,4,21,Male,Medium,3.9,High-Speed,High School,10,13.6,1,7,56.1,45,24,53.3,2,52.87,High,True
STU10383,CS101,Fall 2023,0,48.7,37.0,45.2,1.81,3,18,Female,High,6.4,Moderate,Masters,6,1.0,5,2,51.4,50,30,61.0,4,49.78,High,False
