student_id,course_id,term,term_index,midterm_score,assignment_score,final_score,gpa,credits,age,gender,socio_economic_tier,distance_from_campus_km,internet_access,parent_education,lms_logins_per_week,video_watch_hours,forum_posts,quiz_attempts,avg_quiz_score,total_classes,classes_attended,attendance_rate,tardy_count,engagement_index,dropout_risk,is_anomaly
STU10014,DS201,Fall 2024,2,35.4,39.6,36.7,1.47,3,20,Male,Medium,15.0,Moderate,Bachelors,11,13.3,2,9,48.4,45,24,53.9,4,53.13,High,True
STU10031,DB401,Fall 2024,2,40.2,40.1,40.2,1.61,4,19,Male,Low,10.1,High-Speed,Bachelors,12,15.9,5,3,60.2,40,24,60.5,1,60.29,High,True
STU10059,DS201,Fall 2024,2,41.4,52.4,44.7,1.79,4,20,Male,High,8.4,Limited,Bachelors,5,6.9,6,8,46.9,50,29,58.4,5,46.08,High,False
STU10069,AI301,Fall 2024,2,51.3,56.2,52.8,2.11,4,19,Other,Low,1.3,Moderate,Bachelors,8,10.8,3,14,70.0,45,23,51.8,2,51.9,High,False
STU10099,DS201,Fall 2024,2,27.1,30.0,28.0,1.12,4,21,Male,Low,7.7,Moderate,Bachelors,8,9.9,3,11,55.1,45,26,57.3,6,51.67,High,False
STU10115,DS201,Fall 2024,2,60.9,65.3,62.2,2.49,3,23,Female,Medium,10.0,High-Speed,High School,13,3.7,5,3,82.2,40,25,62.9,6,67.39,High,False
STU10152,DS201,Fall 2024,2,48.1,58.7,51.3,2.05,4,22,Male,Low,3.2,High-Speed,Bachelors,5,15.3,0,7,52.7,50,26,53.0,3,44.54,High,False
STU10271,CS101,Fall 2024,2,59.2,49.5,56.3,2.25,4,22,Female,Medium,9.0,Moderate,Bachelors,9,12.5,5,8,77.3,45,22,48.2,1,53.06,High,False
STU10306,AI301,Fall 2024,2,56.4,58.7,57.1,2.28,4,25,Female,Medium,2.6,High-Speed,Bachelors,12,15.4,4,11,74.1,45,28,62.3,2,63.97,High,False
STU10347,DB401,Fall 2024,2,56.7,52.2,55.3,2.21,4,21,Male,Medium,20.5,High-Speed,High School,12,15.6,2,7,61.7,50,29,58.7,1,59.69,High,False
STU10357,SE501,Fall 2024,2,51.4,51.2,51.4,2.06,3,22,Female,Low,9.3,Moderate,High School,6,6.3,8,7,63.6,50,23,46.7,1,45.07,High,False
STU10385,CS101,Fall 2024,2,47.9,58.1,51.0,2.04,3,22,Female,High,0.8,High-Speed,Bachelors,11,22.0,3,13,77.1,50,20,40.4,3,52.12,High,False
STU10490,AI301,Fall 2024,2,47.1,45.9,46.7,1.87,4,25,Male,Medium,22.7,High-Speed,High School,7,20.1,6,10,60.4,50,30,59.2,3,52.18,High,False
STU10535,SE501,Fall 2024,2,57.3,57.8,57.4,2.3,4,22,Female,Low,10.6,Limited,Bachelors,10,8.5,3,4,72.9,50,33,65.8,1,62.48,High,False
STU10575,AI301,Fall 2024,2,42.3,47.9,44.0,1.76,3,22,Female,Low,9.3,Moderate,Bachelors,14,1.4,7,7,48.7,50,29,57.8,2,59.64,High,True
STU10687,CS101,Fall 2024,2,55.2,58.7,56.2,2.25,3,19,Male,High,26.0,Moderate,High School,5,8.7,4,2,56.1,40,23,56.9,3,47.17,High,False
STU10711,AI301,Fall 2024,2,52.4,52.5,52.4,2.1,4,25,Female,Medium,1.8,High-Speed,High School,8,19.7,8,9,62.6,40,23,58.0,6,53.52,High,False
STU10739,DS201,Fall 2024,2,58.6,62.9,59.9,2.4,4,24,Male,Low,31.1,High-Speed,Bachelors,9,15.1,8,6,77.8,40,24,60.9,1,59.51,High,False
STU10797,AI301,Fall 2024,2,57.0,54.7,56.3,2.25,3,18,Female,Medium,12.3,Limited,High School,12,13.9,4,11,64.0,50,29,57.7,5,59.65,High,False
STU10803,CS101,Fall 2024,2,53.3,54.1,53.6,2.14,4,20,Female,Low,17.1,Moderate,Doctorate,10,12.3,3,12,89.5,45,28,62.5,2,64.15,High,False
