student_id,course_id,term,term_index,midterm_score,assignment_score,final_score,gpa,credits,age,gender,socio_economic_tier,distance_from_campus_km,internet_access,parent_education,lms_logins_per_week,video_watch_hours,forum_posts,quiz_attempts,avg_quiz_score,total_classes,classes_attended,attendance_rate,tardy_count,engagement_index,dropout_risk,is_anomaly
STU10002,AI301,Fall 2024,2,80.0,70.8,77.2,3.09,3,24,Female,Low,2.0,Limited,High School,12,14.9,6,2,83.6,50,36,72.4,5,70.92,Low,False
STU10012,DB401,Fall 2024,2,54.3,53.8,54.2,2.17,4,25,Female,Low,1.6,High-Speed,Doctorate,17,8.7,2,14,63.9,40,30,74.1,4,75.33,Low,False
STU10030,SE501,Fall 2024,2,82.8,79.7,81.9,3.28,4,18,Female,Low,2.0,Moderate,High School,14,7.2,5,7,82.6,50,38,76.6,4,75.82,Low,False
STU10044,DS201,Fall 2024,2,68.4,66.4,67.8,2.71,3,23,Male,Low,2.8,High-Speed,Masters,14,15.9,3,5,76.1,45,26,57.9,1,65.17,Low,False
STU10067,CS101,Fall 2024,2,60.3,60.7,60.4,2.42,4,19,Female,Low,0.6,Moderate,High School,14,16.3,2,11,65.0,45,32,71.6,1,69.8,Low,False
STU10085,DS201,Fall 2024,2,77.5,85.6,79.9,3.2,3,22,Male,Medium,2.9,High-Speed,Bachelors,13,16.2,5,8,77.5,40,21,52.1,2,61.05,Low,False
STU10108,AI301,Fall 2024,2,52.3,55.3,53.2,2.13,3,21,Male,Medium,19.1,High-Speed,Bachelors,10,9.1,3,12,91.1,50,37,74.4,2,70.42,Low,False
STU10109,CS101,Fall 2024,2,56.3,56.9,56.5,2.26,3,22,Male,Low,21.0,High-Speed,High School,13,15.8,4,10,74.9,45,32,70.7,5,69.83,Low,False
STU10110,DS201,Fall 2024,2,63.6,65.0,64.0,2.56,3,23,Male,Medium,3.0,High-Speed,Bachelors,11,11.5,4,8,90.2,50,27,54.5,0,61.79,Low,False
STU10119,DS201,Fall 2024,2,57.1,62.1,58.6,2.34,4,23,Female,Medium,9.5,High-Speed,High School,16,24.4,3,8,58.6,50,41,81.8,5,76.62,Low,False
STU10144,SE501,Fall 2024,2,59.0,57.3,58.5,2.34,3,25,Male,Low,4.0,Limited,Bachelors,15,15.7,6,4,95.3,45,32,70.4,2,76.76,Low,False
STU10163,DS201,Fall 2024,2,71.1,72.2,71.4,2.86,4,21,Female,Medium,10.1,Limited,Bachelors,15,15.6,4,12,59.5,40,32,78.9,4,73.85,Low,False
STU10168,AI301,Fall 2024,2,63.8,68.0,65.1,2.6,3,20,Male,High,3.7,High-Speed,High School,16,14.8,8,4,82.9,50,44,88.4,2,84.78,Low,False
STU10190,DS201,Fall 2024,2,69.4,68.3,69.1,2.76,4,25,Male,Low,8.5,High-Speed,Bachelors,17,20.1,2,5,78.3,40,28,70.3,2,76.31,Low,False
STU10195,AI301,Fall 2024,2,40.5,41.3,40.7,1.63,4,24,Male,Medium,9.1,Moderate,Masters,11,11.1,3,7,50.5,50,37,74.6,1,63.9,Low,True
STU10199,DB401,Fall 2024,2,60.7,68.1,62.9,2.52,3,21,Female,Low,1.4,Moderate,Masters,16,16.5,7,3,87.7,45,37,82.5,2,82.79,Low,False
STU10206,CS101,Fall 2024,2,60.6,52.1,58.1,2.32,4,23,Male,Medium,1.9,Moderate,Bachelors,10,11.7,4,14,63.9,45,30,66.4,3,60.98,Low,False
STU10249,DB401,Fall 2024,2,63.6,57.7,61.8,2.47,4,25,Female,Medium,4.4,High-Speed,High School,14,17.6,1,4,56.4,45,34,76.3,4,70.43,Low,False
STU10260,AI301,Fall 2024,2,72.2,72.8,72.4,2.9,3,20,Female,Medium,1.6,Moderate,Bachelors,18,16.9,4,12,91.4,40,32,81.0,7,85.78,Low,False
STU10268,SE501,Fall 2024,2,59.2,59.9,59.4,2.38,4,21,Male,Low,3.4,High-Speed,Bachelors,16,21.0,3,11,78.9,40,33,81.7,3,80.63,Low,False
STU10274,SE501,Fall 2024,2,54.9,63.6,57.5,2.3,3,19,Female,Medium,6.0,Limited,Masters,11,14.2,2,13,77.9,45,29,64.1,2,64.13,Low,False
