student_id,course_id,term,term_index,midterm_score,assignment_score,final_score,gpa,credits,age,gender,socio_economic_tier,distance_from_campus_km,internet_access,parent_education,lms_logins_per_week,video_watch_hours,forum_posts,quiz_attempts,avg_quiz_score,total_classes,classes_attended,attendance_rate,tardy_count,engagement_index,dropout_risk,is_anomaly
STU10010,AI301,Fall 2023,0,53.6,56.4,54.4,2.18,3,20,Male,High,3.7,High-Speed,Bachelors,9,11.1,4,5,82.4,45,28,62.6,1,61.28,Low,False
STU10018,DS201,Fall 2023,0,67.4,67.7,67.5,2.7,4,25,Male,Medium,5.3,Limited,High School,13,11.0,4,5,100.0,45,29,64.0,4,71.5,Low,False
STU10020,SE501,Fall 2023,0,72.2,78.7,74.1,2.96,3,19,Female,Medium,0.5,High-Speed,Bachelors,15,4.1,4,9,84.7,50,38,76.3,2,77.59,Low,False
STU10024,AI301,Fall 2023,0,53.2,56.4,54.2,2.17,3,22,Male,Medium,0.2,High-Speed,Bachelors,13,10.5,5,2,73.7,45,34,75.0,6,71.74,Low,False
STU10026,DB401,Fall 2023,0,71.0,75.2,72.3,2.89,3,24,Male,Medium,0.1,Moderate,Bachelors,12,14.9,3,9,85.2,45,33,74.1,5,72.09,Low,False
STU10078,DB401,Fall 2023,0,66.6,79.0,70.3,2.81,4,19,Male,High,4.7,High-Speed,Bachelors,18,11.4,7,12,78.9,50,44,87.9,4,86.73,Low,False
STU10079,DS201,Fall 2023,0,62.1,63.5,62.5,2.5,3,21,Male,Medium,1.0,Moderate,Bachelors,16,14.8,6,2,78.6,40,36,89.6,3,84.52,Low,False
STU10080,SE501,Fall 2023,0,52.1,61.8,55.0,2.2,3,18,Female,Medium,15.4,High-Speed,Bachelors,14,12.2,3,4,89.2,45,27,60.8,2,69.24,Low,False
STU10086,SE501,Fall 2023,0,70.6,68.2,69.9,2.8,3,20,Female,Medium,2.2,Moderate,High School,16,13.4,4,3,84.9,45,35,77.1,3,79.53,Low,False
STU10141,SE501,Fall 2023,0,46.4,38.0,43.9,1.76,3,20,Male,Medium,10.8,High-Speed,Bachelors,15,11.5,6,6,66.3,40,32,79.3,4,75.41,Low,True
STU10148,DB401,Fall 2023,0,59.2,58.2,58.9,2.36,3,25,Male,Medium,11.2,High-Speed,Bachelors,16,11.3,5,7,53.8,45,37,83.2,2,76.36,Low,False
STU10158,SE501,Fall 2023,0,42.7,42.3,42.6,1.7,4,20,Male,Medium,7.4,High-Speed,High School,13,26.2,4,14,48.7,40,30,74.1,3,66.29,Low,True
STU10164,DS201,Fall 2023,0,67.4,66.9,67.3,2.69,3,25,Male,Medium,5.6,Moderate,Masters,13,22.9,5,3,79.5,45,33,72.4,2,71.6,Low,False
STU10174,DS201,Fall 2023,0,43.5,49.4,45.3,1.81,3,25,Female,Medium,3.9,High-Speed,Bachelors,18,17.1,2,4,76.4,45,34,75.3,2,79.93,Low,False
STU10177,CS101,Fall 2023,0,55.2,48.6,53.2,2.13,4,18,Male,High,13.7,High-Speed,High School,14,20.0,2,13,82.3,45,34,74.6,2,74.76,Low,False
