student_id,course_id,term,term_index,midterm_score,assignment_score,final_score,gpa,credits,age,gender,socio_economic_tier,distance_from_campus_km,internet_access,parent_education,lms_logins_per_week,video_watch_hours,forum_posts,quiz_attempts,avg_quiz_score,total_classes,classes_attended,attendance_rate,tardy_count,engagement_index,dropout_risk,is_anomaly
STU10006,AI301,Fall 2023,0,43.5,49.8,45.4,1.82,4,23,Male,Medium,10.4,High-Speed,Bachelors,11,19.5,0,9,71.6,40,27,68.4,4,65.02,Medium,False
STU10007,AI301,Fall 2023,0,58.1,57.1,57.8,2.31,3,21,Female,Medium,29.8,Moderate,Bachelors,9,6.3,5,6,76.9,40,25,62.2,4,59.98,Medium,False
STU10015,CS101,Fall 2023,0,75.3,76.9,75.8,3.03,3,22,Male,High,5.4,Limited,Masters,14,10.3,1,12,72.1,50,35,70.5,0,70.67,Medium,False
STU10021,DS201,Fall 2023,0,48.9,46.1,48.1,1.92,3,22,Male,Medium,17.5,High-Speed,High School,14,24.7,4,8,52.6,40,30,75.1,1,69.07,Medium,False
STU10033,AI301,Fall 2023,0,44.5,42.9,44.0,1.76,3,25,Female,Medium,3.6,Limited,Bachelors,10,10.1,2,10,66.2,40,25,63.1,5,59.79,Medium,True
STU10038,SE501,Fall 2023,0,64.5,62.2,63.8,2.55,4,25,Female,Medium,2.8,Limited,Masters,18,26.5,4,14,62.6,50,42,84.2,4,81.62,Medium,False
STU10095,CS101,Fall 2023,0,66.4,56.7,63.5,2.54,3,19,Female,High,0.3,Moderate,High School,10,12.6,1,13,70.3,50,32,64.9,2,61.51,Medium,False
STU10105,DS201,Fall 2023,0,57.4,55.2,56.7,2.27,3,21,Male,Medium,5.7,High-Speed,Doctorate,13,13.4,5,6,63.7,50,32,64.5,6,64.49,Medium,False
STU10107,SE501,Fall 2023,0,57.1,53.9,56.1,2.24,4,19,Female,Medium,21.5,High-Speed,Doctorate,15,24.0,3,6,82.7,50,30,60.1,1,69.09,Medium,False
STU10112,AI301,Fall 2023,0,51.4,47.3,50.2,2.01,4,23,Female,High,2.9,Moderate,Bachelors,8,18.7,0,3,76.3,50,30,60.5,7,57.51,Medium,False
STU10138,DS201,Fall 2023,0,52.8,52.7,52.8,2.11,4,19,Male,Low,5.0,High-Speed,High School,14,26.8,9,14,63.1,50,38,76.2,2,71.72,Medium,False
STU10142,AI301,Fall 2023,0,64.6,64.7,64.6,2.58,4,19,Female,Medium,13.7,High-Speed,High School,13,9.4,3,10,62.9,40,30,74.9,4,69.53,Medium,False
STU10151,SE501,Fall 2023,0,43.1,49.6,45.0,1.8,4,23,Male,Low,1.9,High-Speed,Bachelors,9,15.4,7,9,64.5,45,25,55.0,6,53.9,Medium,False
STU10178,CS101,Fall 2023,0,61.9,65.3,62.9,2.52,3,20,Female,Low,13.0,Moderate,Bachelors,14,19.4,4,11,64.3,40,30,76.1,1,71.91,Medium,False
STU10180,DS201,Fall 2023,0,58.2,63.0,59.6,2.38,4,19,Male,High,12.4,High-Speed,Masters,10,15.3,9,11,75.9,40,27,67.2,3,63.78,Medium,False
STU10212,DS201,Fall 2023,0,70.0,67.0,69.1,2.76,4,21,Female,Low,10.3,Moderate,Masters,17,5.1,5,4,66.2,40,34,85.3,3,81.39,Medium,False
STU10219,AI301,Fall 2023,0,59.1,62.9,60.2,2.41,4,19,Female,High,0.6,Moderate,High School,10,15.0,3,12,81.7,50,27,54.8,2,58.74,Medium,False
STU10224,DB401,Fall 2023,0,44.5,38.9,42.8,1.71,3,24,Male,High,11.4,Moderate,Bachelors,13,9.3,4,5,57.9,50,33,65.5,1,63.83,Medium,True
STU10236,SE501,Fall 2023,0,40.9,36.0,39.4,1.58,4,24,Male,High,2.5,Moderate,Bachelors,16,8.4,4,8,72.9,45,25,55.3,3,66.23,Medium,True
STU10276,AI301,Fall 2023,0,48.6,51.2,49.4,1.98,3,22,Female,Medium,1.9,Moderate,Bachelors,9,17.3,3,6,80.0,50,32,64.9,2,61.95,Medium,False
STU10302,AI301,Fall 2023,0,56.7,50.5,54.9,2.2,3,19,Female,High,11.3,High-Speed,Bachelors,8,16.8,7,14,79.0,50,32,63.6,3,59.6,Medium,False
STU10336,CS101,Fall 2023,0,48.3,52.3,49.5,1.98,3,25,Female,Medium,23.9,High-Speed,High School,7,11.3,6,5,79.2,40,25,62.7,5,57.69,Medium,False
STU10352,DS201,Fall 2023,0,53.2,47.9,51.6,2.06,3,25,Female,Medium,19.9,Moderate,High School,13,8.7,6,5,56.9,50,34,69.0,2,65.38,Medium,False
STU10363,DS201,Fall 2023,0,61.2,63.7,62.0,2.48,4,20,Female,Medium,4.9,High-Speed,High School,9,13.5,4,5,75.6,50,34,67.0,0,62.12,Medium,False
STU10437,AI301,Fall 2023,0,56.4,50.6,54.7,2.19,4,25,Female,Medium,0.6,High-Speed,Bachelors,13,8.4,4,13,53.3,40,28,71.2,2,65.76,Medium,False
STU10439,DS201,Fall 2023,0,56.2,60.6,57.5,2.3,4,21,Male,Medium,3.2,Moderate,Bachelors,12,4.7,3,7,94.7,45,31,67.8,3,70.84,Medium,False
STU10493,DB401,Fall 2023,0,56.0,58.5,56.8,2.27,3,22,Male,Medium,1.1,High-Speed,High School,14,17.9,5,10,79.8,45,29,65.1,5,69.51,Medium,False
STU10496,CS101,Fall 2023,0,60.4,66.6,62.3,2.49,4,21,Female,Low,11.2,Moderate,Masters,8,20.2,5,11,78.2,45,21,47.0,7,51.14,Medium,False
STU10500,CS101,Fall 2023,0,51.9,41.0,48.6,1.94,3,21,Female,Medium,34.8,Moderate,Bachelors,8,14.7,4,3,64.3,50,31,62.5,3,56.11,Medium,False
STU10502,DS201,Fall 2023,0,50.3,44.0,48.4,1.94,4,21,Male,Low,28.0,High-Speed,High School,8,21.8,3,13,83.6,45,27,59.8,4,58.62,Medium,False
STU10504,AI301,Fall 2023,0,54.0,58.1,55.2,2.21,4,23,Female,Medium,0.1,Moderate,Bachelors,9,14.1,3,11,65.2,50,35,70.4,5,61.74,Medium,False
STU10513,DS201,Fall 2023,0,63.6,62.0,63.1,2.52,3,21,Female,Low,1.9,Moderate,Bachelors,10,19.1,4,7,82.7,50,32,63.7,3,63.39,Medium,False
STU10515,DB401,Fall 2023,0,40.5,49.6,43.2,1.73,3,22,Male,Medium,9.7,Moderate,High School,13,24.4,3,2,69.4,50,26,52.2,3,59.48,Medium,True
STU10532,DS201,Fall 2023,0,55.3,50.9,54.0,2.16,4,24,Other,Low,5.2,Moderate,High School,14,23.5,4,2,60.8,50,33,66.5,2,66.41,Medium,False
STU10539,AI301,Fall 2023,0,53.4,52.0,53.0,2.12,3,22,Male,High,16.7,Moderate,Masters,13,13.8,2,2,68.2,50,31,62.6,5,64.44,Medium,False
STU10546,CS101,Fall 2023,0,43.7,44.3,43.9,1.76,3,21,Male,Medium,1.9,Moderate,Bachelors,12,11.3,5,14,60.2,50,30,60.9,3,60.49,Medium,True
STU10582,DB401,Fall 2023,0,66.0,68.6,66.8,2.67,4,22,Female,Low,6.3,Moderate,Masters,7,12.8,2,7,73.8,45,17,38.4,1,44.46,Medium,False
STU10594,DS201,Fall 2023,0,64.2,58.8,62.6,2.5,4,22,Female,Medium,22.5,High-Speed,High School,9,7.5,3,3,69.7,50,32,63.9,1,59.39,Medium,False
STU10595,AI301,Fall 2023,0,59.1,52.8,57.2,2.29,3,25,Male,High,57.5,High-Speed,High School,7,8.4,5,10,72.5,50,32,63.4,3,56.7,Medium,False
STU10602,DB401,Fall 2023,0,37.6,31.3,35.7,1.43,4,18,Male,Medium,2.1,High-Speed,Bachelors,10,10.5,4,12,68.6,40,21,53.0,2,55.22,Medium,True
STU10624,CS101,Fall 2023,0,56.3,55.3,56.0,2.24,3,24,Female,Low,1.1,High-Speed,High School,11,18.6,4,2,62.5,50,35,70.2,8,64.1,Medium,True
STU10625,DB401,Fall 2023,0,45.2,43.3,44.6,1.78,3,25,Male,Low,0.2,High-Speed,High School,11,9.0,3,13,58.3,50,33,66.8,2,61.56,Medium,True
STU10629,CS101,Fall 2023,0,60.1,62.3,60.8,2.43,3,21,Male,Low,2.1,Moderate,Masters,12,9.3,7,6,70.0,40,26,65.0,4,64.5,Medium,False
STU10640,AI301,Fall 2023,0,38.5,42.5,39.7,1.59,4,23,Male,Low,29.1,High-Speed,High School,8,12.2,4,7,75.2,50,28,55.8,6,54.94,Medium,False
STU10678,DS201,Fall 2023,0,53.1,51.1,52.5,2.1,3,18,Female,Low,3.4,Moderate,Bachelors,10,11.0,2,11,81.3,50,27,54.5,6,58.51,Medium,False
STU10680,SE501,Fall 2023,0,62.4,65.0,63.2,2.53,4,19,Female,Low,0.9,Moderate,Bachelors,10,16.2,1,13,81.8,50,26,53.0,4,57.86,Medium,False
STU10684,SE501,Fall 2023,0,35.8,30.0,34.0,1.36,4,24,Female,Low,6.7,High-Speed,High School,11,16.1,5,14,65.2,50,29,58.4,2,58.74,Medium,True
STU10695,DS201,Fall 2023,0,39.0,40.0,39.3,1.57,4,19,Female,Medium,18.0,High-Speed,High School,12,19.9,2,4,73.5,50,31,61.9,3,63.65,Medium,True
STU10707,DB401,Fall 2023,0,50.4,51.9,50.8,2.03,3,24,Female,Low,17.4,Moderate,Masters,9,29.6,5,14,73.8,40,24,61.0,1,58.76,Medium,False
STU10709,AI301,Fall 2023,0,39.5,42.5,40.4,1.62,4,24,Female,Low,18.4,Moderate,Bachelors,9,19.3,4,13,60.5,45,32,70.3,0,60.75,Medium,False
