student_id,course_id,term,term_index,midterm_score,assignment_score,final_score,gpa,credits,age,gender,socio_economic_tier,distance_from_campus_km,internet_access,parent_education,lms_logins_per_week,video_watch_hours,forum_posts,quiz_attempts,avg_quiz_score,total_classes,classes_attended,attendance_rate,tardy_count,engagement_index,dropout_risk,is_anomaly
STU10017,CS101,Spring 2026,5,58.9,66.0,61.0,2.44,3,24,Female,Low,40.8,High-Speed,Bachelors,10,16.6,2,13,81.8,45,30,66.0,3,64.36,Low,False
STU10025,AI301,Spring 2026,5,79.3,75.3,78.1,3.12,4,18,Female,Medium,8.5,High-Speed,High School,11,15.1,2,7,85.5,40,29,71.7,4,69.45,Low,False
STU10035,DS201,Spring 2026,5,60.9,56.6,59.6,2.38,3,18,Female,Medium,8.2,Moderate,Bachelors,21,23.8,0,3,75.6,40,32,80.0,4,85.12,Low,False
STU10050,AI301,Spring 2026,5,66.1,73.5,68.3,2.73,4,21,Female,High,6.3,High-Speed,High School,12,7.8,6,7,79.3,45,33,74.0,3,70.86,Low,False
STU10060,DB401,Spring 2026,5,35.5,31.5,34.3,1.37,4,23,Male,Medium,14.3,Moderate,Masters,11,11.6,3,14,69.9,50,33,65.7,5,63.33,Low,True
STU10063,AI301,Spring 2026,5,57.1,60.3,58.1,2.32,3,18,Male,Medium,22.1,High-Speed,Bachelors,11,8.4,4,9,65.6,50,37,73.4,3,66.32,Low,False
STU10073,DB401,Spring 2026,5,69.3,80.1,72.5,2.9,4,18,Female,Medium,1.2,High-Speed,Bachelors,14,13.2,3,14,64.5,45,35,77.5,3,72.65,Low,False
STU10093,AI301,Spring 2026,5,61.3,59.8,60.9,2.44,4,19,Female,High,5.3,High-Speed,High School,16,11.2,2,7,65.6,45,39,86.1,4,80.17,Low,False
STU10165,DS201,Spring 2026,5,60.0,53.9,58.2,2.33,4,21,Female,Low,4.0,High-Speed,High School,13,18.1,3,6,82.5,45,36,80.8,3,76.4,Low,False
STU10169,CS101,Spring 2026,5,58.4,58.2,58.3,2.33,4,19,Female,Medium,1.0,High-Speed,High School,11,7.6,7,9,93.3,45,26,57.2,4,63.76,Low,False
